local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
en-de-new,95,en-de,0.8793,token_f1,G4o,tear,"Die Aufgabe dieser Woche bei Revelations lautet: Die ganze Nacht wach bleiben. Ich habe seit ein paar Tagen mit diesem kleinen Stück in meinem Kopf gespielt. Es ist definitiv mehr Romantik als Schmutz. Vielleicht habe ich zu viele Romane mit unmöglichen 'meet cutes' gelesen und das ist das Ergebnis, aber es gefällt mir. Eines Tages werde ich auch den Höhenflug-Orgasmus erleben, vielleicht nicht mit einem str","Das Thema dieser Woche bei Revelations ist ""Die ganze Nacht wach bleiben"". Ich spiele schon seit ein paar Tagen mit diesem kleinen Stück in meinem Kopf herum. Es ist definitiv mehr Romantik als Schmutz. Vielleicht habe ich zu viele Romane mit unmöglichen ""Meet Cutes"" gelesen und das ist das Ergebnis, aber es gefällt mir. Außerdem werde ich eines Tages total den Meilenhohen Orgasmus erleben, vielleicht nicht mit einem Fremden.",295,synthetic_ref,social,mollysdailykiss.110351012770036000,"The prompt this week on Revelations is Stay up all night. I have been toying with this little piece on my head for a few days now. It is definitely more romance than filth. Maybe I have been reading to many romances with impossible 'meet cutes' and this is the result, but I like it. Also one day I am totally gonna do the mile high orgasm, maybe not with a str","Das Mottor in dieser Woche bei Revelations heißt Bleib die ganze Nacht auf. Ich habe schon ein paar Tage lang mit diesem kleinen Stück in meinem Kopf gespielt. Es ist auf jeden Fall eher romantisch als schmutzig. Vielleicht habe ich zu viele Romanzen mit unmöglichen „niedlichen Treffen“ gelesen und das ist das Ergebnis, aber ich mag es. Außerdem will ich eines Tages auf jeden Fall einen Orgasmus im Flugzeug haben, vielleicht nicht mit einem Str"
en-de-new,96,en-de,0.2667,token_f1,C3,it,"Alles, was ich brauchte","Das ist etwas, was ich auch noch nie zuvor gesagt habe.",175,refA,social,bright_helpings.110349824978800992,It's a thing I've never said before either.,"Das ist etwas, was ich auch noch nie zuvor gesagt habe."
en-de-new,97,en-de,0.2435,token_f1,C3,it,"Adriana Kuch, 14, wurde am 3. Februar tot in ihrem Haus in Bayville aufgefunden, zwei Tage nachdem das verstörende Video des Angriffs an der Central Regional High School online gestellt worden war. Das Video zeigte Mädchen, die das Getränk auf die Jugendliche warfen, sie dann traten und sie durch die Schulflure schleiften. Sie stießen Adriana gegen rote Schließfächer, die die Schulflure säumten, und eines der Mädchen in einem rosa Hemd schlug wiederholt auf Kuch ein.","Jami rutschte ihm die Notiz, als sie sich auf dem Weg befanden, kurz bevor die Hundewache vorbeikam. Sie war auf ihrem Weg zur Wand, er kam aus der Pflicht, er schaute hinter sich, um sie zu beobachten und sicherzustellen, dass sie nicht gesehen wurde. Sie schaute nicht zurück. Er wartete, bis er in der Dunkelheit des Bunkerraums war, bevor er die Notiz herauszog und sie in einem Lichtstrahl durch die Blackout-Vorhänge las. Ein blockgedrucktes Wort, das er lange anstarrte, um ruhig zu bleiben:",346,AIRC,social,whknott.110348170320643008,"Jami slipped the note to him when they passed each other on the path, just before the dog watch. She was on her way to the wall, he was coming off duty. He glanced behind him to watch her go, and to make sure they hadn't been seen. She did not look back. He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains. One block-printed word. He spent a long time staring at it, trying to stay calm:","Jami gab ihm den Zettel, als sie kurz vor der Hundewache auf dem Weg aneinander vorbeigingen. Sie war auf dem Weg zur Wand, er hatte gerade Feierabend. Er schaute hinter sich, um sie gehen zu sehen und um sicherzugehen, dass sie nicht gesehen wurden. Sie drehte sich nicht um. Er wartete, bis er in der Dunkelheit der Koje angelangt war, bevor er den Zettel herauszog und ihn in einem Lichtstrahl las, der zwischen den Verdunkelungsvorhängen durchschien. Ein in Blockschrift gedrucktes Wort. Er starrte lange Zeit darauf und versuchte, ruhig zu bleiben:"
en-de-new,98,en-de,0.3228,token_f1,G4o,it,"Ihr Fall:   Quelle: Ich gebe ihm vorerst 3 Sterne, ich möchte dem Verkäufer keine schlechte Bewertung hinterlassen, es sei denn, er verdient es, aber diese Drohne überhitzt stark. Ich bin mir nicht sicher, ob ich den Verkäufer oder DJI Tello selbst kontaktieren soll, aber ich werde wahrscheinlich beide versuchen, nur um zu sehen, was sie sagen. Ich mag die Drohne, sie ist ein cooles kleines Spielzeug, das besser fliegt als einige größere, ältere Drohnen, und einige meiner größeren Drohnen fühlen sich mehr wie ein Spielzeug an als diese. Es ist jedoch die einzige Drohne, bei der ich jemals Überhitzungsprobleme hatte, und es nimmt tatsächlich den Spaß am Fliegen. Ich gehe vorerst davon aus, dass es sich um ein Herstellungsproblem handelt, das sie so schnell wie möglich beheben müssen, wenn sie möchten, dass ihr Produkt erfolgreich ist. Ich hoffe wirklich, dass der Verkäufer mir keine gebrauchte Drohne geschickt hat, da ich für eine neue bezahlt habe. Ich gebe dem Verkäufer Lob für die Lieferung, da sie 1 Tag nach dem Kauf angekommen ist. Ich werde meine Bewertung aktualisieren, nachdem ich den Verkäufer und DJI Tello kontaktiert habe.","Entschuldigung, was? Eine Freundin hatte mir die Maske dieser Marke empfohlen, also habe ich die gekauft, die Spülung und die All-in-one-Milch. Ich kann nicht sagen, ob das Produkt wirkt, weil der Geruch einfach unausstehlich war. Kennt ihr diesen muffigen Geruch, den alte Gebäude in Damentoiletten verwenden, um den Geruch von *Damen* zu überdecken, der dann aber nur ein saurer, chemischer, muffiger Oma-Geruch ist? Das ist das einzige, woran ich denken kann, wenn ich das rieche. Aber über Geschmack lässt sich nicht streiten, vielleicht gefällt der Geruch euch ja. Meine Freundin hat gesagt, dass das selbst dem strapaziertesten Haar hilft, also wenn dir der Geruch nichts ausmacht, keine Sorge. Ich weiß, dass natürliche Produkte nicht so gut riechen wie synthetische, aber ich habe das Gefühl, dass es mehr und mehr natürlichen Marken mittlerweile egal ist, weil es sich sowieso verkauft und deshalb riecht jetzt alles nach Knete. Ich habe schon viele meiner Lieblingsmarken aufgeben müssen, weil die Rezeptur auf billigere Inhaltsstoffe geändert wurde. Ich weiß nicht, ob das hier auch der Fall war oder ob das eine Fälschung ist (ich habe Davines angerufen und sie meinten nein), aber das riecht EKLIG und ich musste es zurückgeben.",527,refA,user_review,other-2-en_0742256-130,"I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.","Entschuldigung, was? Eine Freundin hatte mir die Maske dieser Marke empfohlen, also habe ich die gekauft, die Spülung und die All-in-one-Milch. Ich kann nicht sagen, ob das Produkt wirkt, weil der Geruch einfach unausstehlich war. Kennt ihr diesen muffigen Geruch, den alte Gebäude in Damentoiletten verwenden, um den Geruch von *Damen* zu überdecken, der dann aber nur ein saurer, chemischer, muffiger Oma-Geruch ist? Das ist das einzige, woran ich denken kann, wenn ich das rieche. Aber über Geschmack lässt sich nicht streiten, vielleicht gefällt der Geruch euch ja. Meine Freundin hat gesagt, dass das selbst dem strapaziertesten Haar hilft, also wenn dir der Geruch nichts ausmacht, keine Sorge. Ich weiß, dass natürliche Produkte nicht so gut riechen wie synthetische, aber ich habe das Gefühl, dass es mehr und mehr natürlichen Marken mittlerweile egal ist, weil es sich sowieso verkauft und deshalb riecht jetzt alles nach Knete. Ich habe schon viele meiner Lieblingsmarken aufgeben müssen, weil die Rezeptur auf billigere Inhaltsstoffe geändert wurde. Ich weiß nicht, ob das hier auch der Fall war oder ob das eine Fälschung ist (ich habe Davines angerufen und sie meinten nein), aber das riecht EKLIG und ich musste es zurückgeben."
en-de-new,99,en-de,0.1818,token_f1,G35,it,"Dein Fall: Quelle: Weiße Nationalisten, Waffenfetischisten, pro-diktatorische Rechtsextreme.. das ist die Gefahr. Abschieben der weißen Suprematisten.","Das ist eine sehr kurze Skizze eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz objektiver wissenschaftlicher Fakten behaupten.",146,NLLB_Greedy,social,AdrianRiskin.110351010944540000,"This is a very brief sketch of a plausible argument that theories of capitalism influencing the actual content of science are consistent with theories asserting the existence of objective scientific facts. It's *not* an argument in favor of the existence of objective scientific facts, which I don't believe in.","Dies ist eine sehr kurze Darstellung eines plausiblen Arguments, dass Theorien des Kapitalismus, die den tatsächlichen Inhalt der Wissenschaft beeinflussen, mit Theorien übereinstimmen, die die Existenz von objektiven wissenschaftlichen Fakten behaupten. Das ist *kein* Argument für die Existenz von objektiven wissenschaftlichen Fakten, an die ich nicht glaube."
en-de-new,100,en-de,0.186,token_f1,C35,tear,"Später im Leben diente Modrow im Ältestenrat der Linkspartei. „Hans war ein zutiefst aufrichtiger und kämpferischer Sozialist"", twitterte Dietmar Bartsch, der Vorsitzende der Linksfraktion. „Bis ins hohe Alter war er ein wichtiger Ratgeber in unserer Partei, dessen Weisheit vermisst werden wird.""","Die Polizei sagte, dass ein Polizist und zwei Zivilisten während der Störung am Freitagabend in Knowsley gewaltsam verletzt wurden. Die Polizei sagte, dass einige Demonstranten Gegenstände warfen und einen Polizeitransporter in Brand setzten. Die verhafteten Personen, die im Alter von 13 bis 54 Jahren im Alter von 13 bis 54 Jahren waren, wurden ""nach gewaltsamer Störung"" verhaftet. ""Es war unglaublich gefährlich und es gab ein paar Verletzungen unter den Polizisten"".",1,AIRC,news,aj-english.33941,"The incident comes after increase in numbers of refugees and asylum seekers crossing the Channel to the UK in boats. Police have arrested 15 people after an anti-refugee demonstration outside a hotel used to house asylum seekers turned violent near the English city of Liverpool. The Merseyside Police department said a police officer and two civilians sustained minor injuries during the disturbance on Friday night in Knowsley. The police force said some protesters threw objects and set a police van on fire. The people arrested, who ranged in age from 13 to 54, were detained ""following violent disorder."" Merseyside police commissioner Emily Spurrell told Radio City, ""It was incredibly dangerous and there were a couple of injuries amongst the police officers.""","Der Vorfall ereignet sich, nachdem sich die Zahl der Flüchtlinge und Asylbewerber, die den Ärmelkanal nach Großbritannien in Booten überqueren, ansteigt. Die Polizei hat 15 Menschen verhaftet, nachdem Anti-Flüchtlingsdemonstrationen vor einem Hotel in der Nähe der englischen Stadt Liverpool, das verwendet wird, um Asylbewerber unterzubringen, gewalttätig wurden. Laut dem Polizeirevier von Merseyside erlitten ein Polizeibeamter und zwei Zivilisten während des Tumults am Freitagabend in Knowsley leichte Verletzungen. Die Polizei gab bekannt, dass einige Demonstranten Gegenstände warfen und einen Polizeiwagen anzündeten. Die verhafteten Menschen, die zwischen 13 und 54 Jahren alt waren, wurden „aufgrund von gewalttätigen Ausschreitungen“ inhaftiert. Die Polizeikommissarin von Merseyside Emily Spurrell äußerte gegenüber Radio City, „Es war unglaublich gefährlich und es gab einige Verletzte unter den Polizeibeamten.“"
en-de-new,101,en-de,0.3363,token_f1,C3,tear,"(PERSON10) Ja, ich glaube - war es nicht Dominik, der ein paar Experimente mit Ivana gemacht hat? Ich glaube, im letzten Jahr oder vor zwei Jahren für double empty, wo sie den Kontext berücksichtigten oder den Kontext mit dem Eingabesatz verketteten und eine Art Übersetzung auf Dokumentenebene machten. Aber das Problem bei dieser Verkettung ist, dass ich mir nicht ganz sicher bin, ob sie den gleichen Effekt hat wie unsere Multi-Encoder-Einstellung.","Ich habe den Verkäufer vor dem Kauf gefragt, ob die Farbe nicht zu gelb ist, und mir wurde gesagt, dass sie wie Altgold sei, dunkler. Nicht einmal ansatzweise! Der Artikel sieht SEHR billig aus. Es ist ein supergrelles Gelb mit viel KSZ, noch glitzernder. Sieht auf dem Foto toll aus, aber das echte Ding würde ich nicht einmal einem Teenager geben.",508,refA,user_review,jewelry-2-en_0718681-53,"I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.","Ich habe den Verkäufer vor dem Kauf gefragt, ob die Farbe nicht zu gelb ist, und mir wurde gesagt, dass sie wie Altgold sei, dunkler. Nicht einmal ansatzweise! Der Artikel sieht SEHR billig aus. Es ist ein supergrelles Gelb mit viel KSZ, noch glitzernder. Sieht auf dem Foto toll aus, aber das echte Ding würde ich nicht einmal einem Teenager geben."
en-de-new,102,en-de,0.2588,token_f1,C3,tear,"Große Aufmerksamkeit wird auf die Entwicklung der Sportinfrastruktur gelegt. Ein deutlicher Beweis dafür ist dieser Leichtathletikkomplex mit über sechstausend Sitzplätzen"", heißt es in dem Brief des kasachischen Präsidenten. Kasachstanische Athleten treten erfolgreich bei großen Weltmeisterschaften an und vertreten Kasachstan. Sie sind ein Vorbild für die heranwachsende Generation und inspirieren die Jugend zu großen Siegen, merkte Tokajew an. Er zeigte sich zuversichtlich, dass die Austragung der Asienmeisterschaften in Astana der Entwicklung der Leichtathletik im Land einen neuen Impuls geben wird, und setzt sich für eine stärkere Zusammenarbeit mit internationalen Organisationen in diesem Bereich ein.","Einer der Lüfter klang aus der Box aus dem Gleichgewicht. Die Drehzahlregler sind wirklich wackelig. Wenn man sie auf 100% wählt, schaltet sich der Lüfter ab, also muss man ihn auf 100% drehen und dann langsam zurückdrehen, bis er wieder eingeschaltet wird. Die Qualität ist mittelmäßig, aber das scheint für die meisten dieser Produkttypen zu diesem Preis ebenbürtig zu sein. Die Füße, um den Laptop hochzuhalten, wenn er geneigt ist, sind ein paar Mal abgerissen... Sie gehen wieder rein, aber es ist ziemlich ärgerlich. Positiv zu bemerken ist, dass dies eine ideale Ventilatorposition für Laptops hat, die Luft aus Lüftungsöffnungen in der Nähe der Oberseite des Laptops ansaugen. Viele andere Kühler haben Lüfter in der Mitte und bieten nur sehr wenig zusätzlichen Luftstrom zu einem Laptop mit einer solchen Kühlkonfiguration.",531,ONLINE-M,user_review,pc-2-en_0492445-103,"1 of the fans sounded out of balance out of the box. The speed controls are really wonky -- If you dial them to 100% the fans will shut off, so you need to turn it to 100% then dial it back slowly until the come back on. Build quality is mediocre, but this seems to be par for most of these types of product at this price point. The feet for holding the laptop up when it's inclined have snapped off a few times... They go back in, but it happens enough to be annoying. On a positive note, this has ideal fan placement for laptops that intake air from vents located near the top of the laptop. Many other coolers have fans toward the middle and provide very little additional airflow to a laptop with such a cooling configuration.","Einer der Lüfter lief schon direkt nach dem Auspacken nicht rund. Die Geschwindigkeitssteuerung ist wirklich merkwürdig: wenn man sie auf 100 % stellt, gehen die Lüfter aus, man muss sie also auf 100 % stellen und dann etwas zurücknehmen, bis sie wieder angehen. Die Verarbeitung ist mittelmäßig, aber das scheint für Produkte in dieser Preisspanne normal zu sein. Die Ständer, die den Laptop halten, sind schon ein paar Mal abgegangen… Sie lassen sich wieder einstecken, aber es passiert so oft, dass es nervt. Positiv kann ich festhalten, dass die Lüfterposition ideal ist für Laptops, die Luft über Lüftungsschlitze oben auf dem Laptop ansaugen. Viele andere Kühler haben Lüfter in der Mitte und bieten Laptops mit solch einer Kühlung wenig extra Luftstrom."
en-de-new,103,en-de,1.0,exact,C3,it,Also habe ich endlich #Heartstopper gesehen,Also habe ich endlich #Heartstopper gesehen,338,GPT4-5shot,social,toze.110348403689403008,So I finally watched #Heartstopper,Ich habe mir endlich #Heartstopper angeschaut
de-en-new,103,en-de,1.0,exact,C3,it,Also habe ich endlich #Heartstopper gesehen,Also habe ich endlich #Heartstopper gesehen,338,GPT4-5shot,social,toze.110348403689403008,Ich habe mir endlich #Heartstopper angeschaut,So I finally watched #Heartstopper
en-de-new,104,en-de,0.8936,token_f1,G35,it,"Dein Fall: So sehr wir einige Leute auch mögen mögen, wenn sie nur eine Karriere in der Minor League für Faschisten bieten, sollten sie es wahrscheinlich tragen.","So sehr wir einige Leute auch mögen mögen, wenn sie Faschisten nur eine Karriere in der Minor League ermöglichen, sollten sie es wahrscheinlich tragen.",349,ZengHuiMT,social,YakyuNightOwl.110351000720991008,"Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.","So sehr wir manche Leute auch schätzen mögen, wenn sie Faschisten nur eine unbedeutende Karriere bieten, sollten sie es vielleicht tragen."
en-de-new,105,en-de,1.0,exact,G4o,it,Sie hatten über 6 Jahre lang Schlüssel zu meiner Wohnung.,Sie hatten über 6 Jahre lang Schlüssel zu meiner Wohnung.,194,NLLB_MBR_BLEU,social,cogitoergocum.110347866403094000,They had keys to my apartment for 6+ years.,Sie hatten über 6 Jahre lang Schlüssel für meine Wohnung.
de-en-new,105,en-de,1.0,exact,G4o,it,Sie hatten über 6 Jahre lang Schlüssel zu meiner Wohnung.,Sie hatten über 6 Jahre lang Schlüssel zu meiner Wohnung.,194,NLLB_MBR_BLEU,social,cogitoergocum.110347866403094000,Sie hatten über 6 Jahre lang Schlüssel für meine Wohnung.,They had keys to my apartment for 6+ years.
en-de-new,106,en-de,0.1633,token_f1,C3,it,"Die indische Regierung zieht Aufruf zurück, Kühe am Valentinstag zu umarmen, nach Kritik","Jeder Künstler war dort und machte die gleichen Fehler. Gute Kritik ist da, um das Problem schnell zu beheben, und richtet sich nicht nach Ihren Fähigkeiten. Sie geht davon aus, dass Sie die Fähigkeit haben, das Problem zu beheben oder eine Lösung zu finden.",344,ONLINE-M,social,viridian.110348408105752000,"Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.","Jeder Künstler war schon einmal an diesem Punkt, hat die gleichen Fehler gemacht. Gute Kritik hilft, das Problem schnell zu beheben, und richtet sich nicht gegen deine Fähigkeiten. Vorausgesetzt, dass du das Problem beheben oder eine Lösung finden kannst."
en-de-new,107,en-de,1.0,token_f1,G4o,tear,"Einer der verrücktesten Aspekte daran, dass sich meine Nachbarn gegen mich wenden, ist der Gedanke, wie viel Mühe es kostet, feindselig zu sein.","Einer der verrücktesten Aspekte daran, dass sich meine Nachbarn gegen mich wenden, ist der Gedanke daran, wie viel Mühe es kostet, feindselig zu sein.",190,ONLINE-B,social,cogitoergocum.110347866403094000,One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.,"Eines der verrücktesten Dinge daran, dass sich meine Nachbarn gegen mich gewendet haben, ist die Vorstellung darüber, wie viel Anstrengung es kostet, feindselig zu sein."
de-en-new,107,en-de,1.0,token_f1,G4o,tear,"Einer der verrücktesten Aspekte daran, dass sich meine Nachbarn gegen mich wenden, ist der Gedanke, wie viel Mühe es kostet, feindselig zu sein.","Einer der verrücktesten Aspekte daran, dass sich meine Nachbarn gegen mich wenden, ist der Gedanke daran, wie viel Mühe es kostet, feindselig zu sein.",190,ONLINE-B,social,cogitoergocum.110347866403094000,"Eines der verrücktesten Dinge daran, dass sich meine Nachbarn gegen mich gewendet haben, ist die Vorstellung darüber, wie viel Anstrengung es kostet, feindselig zu sein.",One of the craziest parts about my neighbors turning against me is thinking about how much effort it takes to be hostile.
en-de-new,108,en-de,1.0,exact,C35,it,"Sicher, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften gekürzt, die mehr Geschäftsaktivitäten fördern.","Sicher, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften gekürzt, die mehr Geschäftsaktivitäten fördern.",169,GPT4-5shot,social,bingofuel.110350529855184000,Sure they cut business taxes. But they also cut grants and tax credits that encourage more business activity.,"Ja, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften reduziert, die die Wirtschaft ankurbeln."
de-en-new,108,en-de,1.0,exact,C35,it,"Sicher, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften gekürzt, die mehr Geschäftsaktivitäten fördern.","Sicher, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften gekürzt, die mehr Geschäftsaktivitäten fördern.",169,GPT4-5shot,social,bingofuel.110350529855184000,"Ja, sie haben die Unternehmenssteuern gesenkt. Aber sie haben auch Zuschüsse und Steuergutschriften reduziert, die die Wirtschaft ankurbeln.",Sure they cut business taxes. But they also cut grants and tax credits that encourage more business activity.
en-de-new,109,en-de,0.2838,token_f1,GP,tear,"(PERSON2) Meine Idee ist, dass ein Kunde auf diesen Mikrofonknopf klickt und zu sprechen beginnt. Während der Benutzer spricht, senden Sie den Ton in kleinen Blöcken gleichzeitig. Sagen wir 200 oder sogar 100 Millisekunden. Der Ton wird dann an den HTTP-Server gesendet und in eine Warteschlange gestellt, die ich später mit (ASR) bearbeite. Das Modell wird dann eine Logik, eine Inferenz damit machen. Und wann immer es ein neues Stück Transkript hat, wird es zurückgeschickt, und der Benutzer sollte das partielle Transkript zurückbekommen. Und es sollte sofort im Textfeld angezeigt werden.  ","Es ist seltsam, Gewichtheben zu machen, aber keine wirkliche Ahnung zu haben, was dein Ein-Wiederholungs-Maximum ist, denn das ist eine der wichtigsten Methoden, um den Fortschritt zu verfolgen. Ich trainiere alleine in meinem Schlafzimmer ohne Spotter oder sogar eine Gewichtsstange. Nur ich und eine Hantel mit vielen Gewichten. Ich mache Bankdrücken auf meinem Bett. Wenn ich versuche, mein Ein-Wiederholungs-Maximum herauszufinden, könnte es sein, dass ich nicht genug Gewichte besitze, um das Maximum zu erreichen, oder im Gegenteil, es könnte mich ernsthaft verletzen/töten. Wie auch immer, die Last steigt heute. Fühlt sich immer noch gut an.",307,GPT4-5shot,social,objects.110351011900664992,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress. I work out alone in my bedroom without a spotter or even a weight rack. Just me and a barbell with a bunch of weights. I bench press on my bed. If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me. Anyway, load is going up today. Still feels good.","Es ist verrückt, Gewichtheben zu machen, aber auch keine wirkliche Ahnung zu haben, was dein Ein-Wiederholungs-Maximum ist, weil das eine der Hauptmethoden ist, wie Leute ihren Fortschritt verfolgen. Ich trainiere alleine in meinem Schlafzimmer, ohne Betreuer oder gar einen Hantelständer. Nur ich und eine Langhantel mit einem Haufen Gewichte. Ich mache Bankdrücken auf meinem Bett. Wenn ich versuche, mein Ein-Wiederholungs-Maximum herauszufinden, habe ich wahrscheinlich nicht genug Gewichte, um mein Maximum zu erreichen, oder umgekehrt könnte ich mich ernsthaft verletzen/umbringen. Egal, heute packe ich noch ein paar Gewichte drauf. Fühlt sich immer noch gut an."
en-de-new,110,en-de,0.8955,token_f1,GP,it,"Ja, ja, das ist sehr wichtig, um alles zu parallelisieren, sowohl die Verarbeitung der Systeme als auch die Auswertung des Zell-DF, weil er das viele Male ausführen müsste, es wird Fehler geben, man muss das schnell neu ausführen.","(PERSON7) Ja, ja, es ist sehr wichtig, alles zu parallelisieren, sowohl die Verarbeitung der Systeme als auch die Auswertung der Zell-DF, weil er das viele Male machen müsste, es wird Fehler geben, man muss das schnell wiederholen.",423,ONLINE-W,speech,elitr_minuting-20,"(PERSON7) Yeah, yeah, this is very important to parallelize everything actually, parallelize both the processing of the systems as well as the evaluation of the cell DF, because he would need to run this many times, there will be errors, you need to re-run this quickly.","(PERSON7) Ja, ja, es ist sehr wichtig, alles zu parallelisieren, beides zu parallelisieren, die Verarbeitung der Systeme wie auch die Bewertung der Zell-DF, weil er das viele Male durchführen müsste, es wird Fehler geben, Sie müssen das schnell wiederholen."
en-de-new,111,en-de,0.2,token_f1,C35,it,"Ja, danke.","Ja, ich meine, im Moment mache ich das Gleiche.",429,NLLB_MBR_BLEU,speech,elitr_minuting-21,"(PERSON1) Yeah, so, I mean, right now, I was doing the same.","(PERSON1) Ja, also, ich meine, gerade jetzt habe ich dasselbe gemacht."
en-de-new,112,en-de,1.0,exact,G4o,it,Mein Hund hat es noch nicht zerstört.,Mein Hund hat es noch nicht zerstört.,541,NLLB_Greedy,user_review,sports-5-en_0058939-71,My dog hasnt destroyed it yet,Meine Hündin hat sie noch nicht zerstört
de-en-new,112,en-de,1.0,exact,G4o,it,Mein Hund hat es noch nicht zerstört.,Mein Hund hat es noch nicht zerstört.,541,NLLB_Greedy,user_review,sports-5-en_0058939-71,Meine Hündin hat sie noch nicht zerstört,My dog hasnt destroyed it yet
en-de-new,113,en-de,1.0,exact,C35,it,"IN ZAHLEN: Die Stadtteile von Oslo, in denen die meisten Ausländer leben","IN ZAHLEN: Die Stadtteile von Oslo, in denen die meisten Ausländer leben",129,ONLINE-M,news,thelocal.17459,IN NUMBERS: The Oslo boroughs where the most foreigners live,IN ZAHLEN: Die Osloer Stadtteile mit der höchsten Ausländerzahl
de-en-new,113,en-de,1.0,exact,C35,it,"IN ZAHLEN: Die Stadtteile von Oslo, in denen die meisten Ausländer leben","IN ZAHLEN: Die Stadtteile von Oslo, in denen die meisten Ausländer leben",129,ONLINE-M,news,thelocal.17459,IN ZAHLEN: Die Osloer Stadtteile mit der höchsten Ausländerzahl,IN NUMBERS: The Oslo boroughs where the most foreigners live
en-de-new,114,en-de,0.1765,token_f1,G35,tear,"Ameisenigel mit Amethyst- und Magentastacheln. Sie sind durchschnittlich groß, haben eine durchschnittliche Statur und sind muskulös. Ihr Schwanz ist extrem dick. Ihr Haar ist himbeerfarben, kurz und lockig. Ihre Augen sind birnenförmig und sie tragen scharlachrote Cateye-Brillen. Ihr interessantestes Merkmal sind ihre guten Taten.","Jeder Künstler ist da, hat die gleichen Fehler gemacht. Gute Kritik ist da, um das Problem schnell zu korrigieren, und nicht auf Ihre Fähigkeit gerichtet. Es wird vorausgesetzt, dass Sie die Fähigkeit haben, das Problem zu beheben oder eine Lösung zu finden.",344,AIRC,social,viridian.110348408105752000,"Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.","Jeder Künstler war schon einmal an diesem Punkt, hat die gleichen Fehler gemacht. Gute Kritik hilft, das Problem schnell zu beheben, und richtet sich nicht gegen deine Fähigkeiten. Vorausgesetzt, dass du das Problem beheben oder eine Lösung finden kannst."
en-de-new,115,en-de,0.2727,token_f1,G35,tear,"Ein bisschen mit Flutter herumspielen. Ich würde es ehrlich gesagt hassen, mein Geschäft auf Technologie von Google aufzubauen, andererseits ist Google einer der wenigen großen Player mit echten Anreizen, ein überzeugendes plattformübergreifendes Erlebnis zu schaffen, und das zeigt sich.","Ich habe den Verkäufer vor dem Kauf gefragt, ob die Farbe nicht zu gelb ist, und mir wurde gesagt, dass sie wie Altgold sei, dunkler. Nicht einmal ansatzweise! Der Artikel sieht SEHR billig aus. Es ist ein supergrelles Gelb mit viel KSZ, noch glitzernder. Sieht auf dem Foto toll aus, aber das echte Ding würde ich nicht einmal einem Teenager geben.",508,refA,user_review,jewelry-2-en_0718681-53,"I asked the seller if the color was too yellow before buying and was told it's like antique gold, darker. Nothing close! The set looks VERY cheap. It's super shiny yellow with lots of CZs, even shinier. Looks great on the photo, but in real life I wouldn't even give it to a teenager to wear.","Ich habe den Verkäufer vor dem Kauf gefragt, ob die Farbe nicht zu gelb ist, und mir wurde gesagt, dass sie wie Altgold sei, dunkler. Nicht einmal ansatzweise! Der Artikel sieht SEHR billig aus. Es ist ein supergrelles Gelb mit viel KSZ, noch glitzernder. Sieht auf dem Foto toll aus, aber das echte Ding würde ich nicht einmal einem Teenager geben."
