pair,strategy,mbr_utility,sentence_index_0based,selected_model,selected_model_name,selected_bleurt,meprs_model,meprs_bleurt
en-ru,tear,sacrebleu,72,C3,Claude-3-Opus,82.51006603240967,G35,78.30178737640381
en-ru,tear,sacrebleu,73,C35,Claude-3.5-Sonnet,87.33537793159485,C35,87.33537793159485
en-ru,tear,sacrebleu,74,G35,GPT-3.5-Turbo,73.38570356369019,G35,73.38570356369019
en-ru,tear,sacrebleu,75,C35,Claude-3.5-Sonnet,76.56550407409668,C35,76.56550407409668
en-ru,tear,sacrebleu,76,G4o,GPT-4o,85.35820841789246,G35,95.91889977455139
en-ru,tear,sacrebleu,77,C3,Claude-3-Opus,91.58702492713928,C35,91.58706068992615
en-ru,tear,sacrebleu,78,G4o,GPT-4o,86.91663146018982,G4o,86.91663146018982
en-ru,tear,sacrebleu,79,C3,Claude-3-Opus,99.0611732006073,C3,99.0611732006073
en-ru,tear,sacrebleu,80,C3,Claude-3-Opus,90.4693067073822,C3,90.4693067073822
en-ru,tear,sacrebleu,81,GP,Gemini-Pro,63.68076801300049,C3,76.09084248542786
en-ru,tear,sacrebleu,82,G4o,GPT-4o,69.48020458221436,C3,77.47417688369751
en-ru,tear,sacrebleu,83,C3,Claude-3-Opus,82.90783166885376,C35,83.11498761177063
en-ru,tear,sacrebleu,84,G35,GPT-3.5-Turbo,100.03623962402344,G35,100.03623962402344
en-ru,tear,sacrebleu,85,C35,Claude-3.5-Sonnet,67.46551394462585,C35,67.46551394462585
en-ru,tear,sacrebleu,86,C3,Claude-3-Opus,78.24788689613342,C35,87.05512285232544
en-ru,tear,sacrebleu,87,C3,Claude-3-Opus,72.68994450569153,G35,73.10426235198975
en-ru,tear,sacrebleu,88,G4o,GPT-4o,81.94231390953064,C35,82.09072947502136
en-ru,tear,sacrebleu,89,C3,Claude-3-Opus,80.09668588638306,C35,83.36053490638733
en-ru,tear,sacrebleu,90,G35,GPT-3.5-Turbo,83.0253005027771,GP,88.71132731437683
en-ru,tear,sacrebleu,91,G4o,GPT-4o,75.74431300163269,C35,80.46261072158813
en-ru,tear,sacrebleu,92,G4o,GPT-4o,71.0767924785614,G4o,71.0767924785614
en-ru,tear,sacrebleu,93,C35,Claude-3.5-Sonnet,86.2400233745575,G35,88.90271782875061
en-ru,tear,sacrebleu,94,C3,Claude-3-Opus,76.15702748298645,C35,76.59067511558533
en-ru,tear,sacrebleu,95,G4o,GPT-4o,76.18536353111267,G4o,76.18536353111267
en-ru,tear,sacrebleu,96,G35,GPT-3.5-Turbo,87.30987310409546,G4o,87.31037974357605
en-ru,tear,sacrebleu,97,G4o,GPT-4o,80.15515804290771,C35,81.31625652313232
en-ru,tear,sacrebleu,98,G35,GPT-3.5-Turbo,75.78811049461365,G4o,90.6795859336853
en-ru,tear,sacrebleu,99,G35,GPT-3.5-Turbo,74.25457835197449,C3,81.88481330871582
en-ru,tear,sacrebleu,100,GP,Gemini-Pro,58.63831043243408,C35,72.55513668060303
en-ru,tear,sacrebleu,101,G4o,GPT-4o,90.09965062141418,G4o,90.09965062141418
en-ru,tear,sacrebleu,102,C35,Claude-3.5-Sonnet,76.61740183830261,C35,76.61740183830261
en-ru,tear,sacrebleu,103,C3,Claude-3-Opus,66.09238386154175,GP,72.92923331260681
en-ru,tear,sacrebleu,104,G4o,GPT-4o,97.38544821739197,C3,97.38544821739197
en-ru,tear,sacrebleu,105,G35,GPT-3.5-Turbo,86.31619811058044,C3,86.31619811058044
en-ru,tear,sacrebleu,106,C35,Claude-3.5-Sonnet,75.21869540214539,GP,83.8485836982727
en-ru,tear,sacrebleu,107,G4o,GPT-4o,85.38862466812134,GP,90.66599607467651
en-ru,tear,sacrebleu,108,C3,Claude-3-Opus,84.40694808959961,GP,87.28322386741638
en-ru,tear,sacrebleu,109,C3,Claude-3-Opus,76.97609066963196,C35,81.17795586585999
en-ru,tear,sacrebleu,110,C35,Claude-3.5-Sonnet,77.90398001670837,G35,81.80472254753113
en-ru,tear,sacrebleu,111,GP,Gemini-Pro,88.84075284004211,G4o,90.54520726203918
en-ru,tear,sacrebleu,112,GP,Gemini-Pro,72.56717085838318,C35,78.5812497138977
en-ru,tear,sacrebleu,113,C3,Claude-3-Opus,87.45023608207703,C3,87.45023608207703
en-ru,tear,sacrebleu,114,C35,Claude-3.5-Sonnet,89.65622782707214,C35,89.65622782707214
en-ru,tear,sacrebleu,115,C3,Claude-3-Opus,82.06883072853088,C35,82.35147595405579
en-ru,tear,sacrebleu,116,GP,Gemini-Pro,77.2401511669159,C35,86.00099086761475
en-ru,tear,sacrebleu,117,C35,Claude-3.5-Sonnet,93.55511665344238,GP,93.55513453483582
en-ru,tear,sacrebleu,118,C35,Claude-3.5-Sonnet,72.0718502998352,GP,82.75424838066101
en-ru,tear,sacrebleu,119,G4o,GPT-4o,91.24032258987427,G4o,91.24032258987427
en-ru,tear,sacrebleu,120,C35,Claude-3.5-Sonnet,73.18811416625977,C3,79.0126383304596
en-ru,tear,sacrebleu,121,GP,Gemini-Pro,93.50401163101196,G4o,96.51046395301819
en-ru,tear,sacrebleu,122,C35,Claude-3.5-Sonnet,69.98738646507263,C3,73.10421466827393
en-ru,tear,sacrebleu,123,C3,Claude-3-Opus,91.4504885673523,G35,91.72515273094177
en-ru,tear,sacrebleu,124,G4o,GPT-4o,73.9976167678833,G35,84.39393639564514
en-ru,tear,sacrebleu,125,C3,Claude-3-Opus,90.55638909339905,G35,99.91907477378845
en-ru,tear,sacrebleu,126,G4o,GPT-4o,71.2359070777893,C35,71.2359070777893
en-ru,tear,sacrebleu,127,G35,GPT-3.5-Turbo,46.762675046920776,C35,53.37502956390381
en-ru,tear,sacrebleu,128,GP,Gemini-Pro,45.401620864868164,C3,62.57834434509277
en-ru,tear,sacrebleu,129,C3,Claude-3-Opus,101.85785293579102,C35,101.85785293579102
en-ru,tear,sacrebleu,130,G4o,GPT-4o,69.92077231407166,G35,71.20963335037231
en-ru,tear,sacrebleu,131,G35,GPT-3.5-Turbo,73.06060194969177,C3,76.14993453025818
en-ru,tear,sacrebleu,132,C3,Claude-3-Opus,95.54483294487,G35,96.27440571784973
en-ru,tear,sacrebleu,133,G35,GPT-3.5-Turbo,79.94810342788696,G4o,85.34636497497559
en-ru,tear,sacrebleu,134,G4o,GPT-4o,80.37129044532776,G4o,80.37129044532776
en-ru,tear,sacrebleu,135,C3,Claude-3-Opus,61.696141958236694,C35,65.69350361824036
en-ru,tear,sacrebleu,136,G35,GPT-3.5-Turbo,83.35236310958862,G4o,85.40436625480652
en-ru,tear,sacrebleu,137,G35,GPT-3.5-Turbo,67.4476683139801,G4o,74.76986050605774
en-ru,tear,sacrebleu,138,C3,Claude-3-Opus,74.60406422615051,G35,77.12108492851257
en-ru,tear,sacrebleu,139,G4o,GPT-4o,80.0069272518158,C35,82.19903111457825
en-ru,tear,sacrebleu,140,G35,GPT-3.5-Turbo,88.00696730613708,G4o,96.10980749130249
en-ru,tear,sacrebleu,141,G4o,GPT-4o,100.80035924911499,C3,100.80041885375977
en-ru,tear,sacrebleu,142,C35,Claude-3.5-Sonnet,91.2544310092926,C35,91.2544310092926
en-ru,tear,sacrebleu,143,C3,Claude-3-Opus,68.74648332595825,G4o,79.82995510101318
en-ru,tear,sacrebleu,144,G4o,GPT-4o,93.25440526008606,C35,93.25440526008606
en-ru,tear,sacrebleu,145,G4o,GPT-4o,86.6628885269165,GP,86.6628885269165
en-ru,tear,sacrebleu,146,G35,GPT-3.5-Turbo,79.50092554092407,G35,79.50092554092407
en-ru,tear,sacrebleu,147,C35,Claude-3.5-Sonnet,43.21750998497009,G4o,54.19549345970154
en-ru,tear,sacrebleu,148,GP,Gemini-Pro,80.26030659675598,GP,80.26030659675598
en-ru,tear,sacrebleu,149,C3,Claude-3-Opus,91.24438762664795,GP,91.24438762664795
en-ru,tear,sacrebleu,150,GP,Gemini-Pro,86.16703748703003,GP,86.16703748703003
en-ru,tear,sacrebleu,151,G35,GPT-3.5-Turbo,80.15870451927185,C3,87.65657544136047
en-ru,tear,sacrebleu,152,G4o,GPT-4o,68.46548914909363,C35,73.43453168869019
en-ru,tear,sacrebleu,153,G35,GPT-3.5-Turbo,82.95711874961853,GP,84.24686789512634
en-ru,tear,sacrebleu,154,C3,Claude-3-Opus,74.17892813682556,G35,76.50229334831238
en-ru,tear,sacrebleu,155,C35,Claude-3.5-Sonnet,69.7523295879364,G35,67.84088015556335
en-ru,tear,sacrebleu,156,G35,GPT-3.5-Turbo,52.0996630191803,GP,59.43426489830017
en-ru,tear,sacrebleu,157,G4o,GPT-4o,76.69760584831238,G35,84.97205972671509
en-ru,tear,sacrebleu,158,GP,Gemini-Pro,52.246612310409546,GP,52.246612310409546
en-ru,tear,sacrebleu,159,C3,Claude-3-Opus,76.95203423500061,G35,83.11960101127625
en-ru,tear,sacrebleu,160,G35,GPT-3.5-Turbo,89.28020596504211,C35,97.27702140808105
en-ru,tear,sacrebleu,161,G4o,GPT-4o,79.4161856174469,G35,80.41130900382996
en-ru,tear,sacrebleu,162,C3,Claude-3-Opus,85.14919877052307,C35,87.73002028465271
en-ru,tear,sacrebleu,163,C3,Claude-3-Opus,64.99998569488525,G4o,74.03813600540161
en-ru,tear,sacrebleu,164,G35,GPT-3.5-Turbo,103.98226976394653,GP,103.98226976394653
en-ru,tear,sacrebleu,165,C35,Claude-3.5-Sonnet,81.97072148323059,C3,82.63792395591736
en-ru,tear,sacrebleu,166,C35,Claude-3.5-Sonnet,81.45192861557007,G4o,82.12063312530518
en-ru,tear,sacrebleu,167,GP,Gemini-Pro,74.08174276351929,C3,75.98162889480591
en-ru,tear,sacrebleu,168,G4o,GPT-4o,85.11422276496887,C35,85.57089567184448
en-ru,tear,sacrebleu,169,C3,Claude-3-Opus,81.35106563568115,G4o,83.77659320831299
en-ru,tear,sacrebleu,170,G35,GPT-3.5-Turbo,88.99412751197815,C35,88.99412751197815
en-ru,tear,sacrebleu,171,G35,GPT-3.5-Turbo,65.51437377929688,C35,67.17233061790466
en-ru,tear,sacrebleu,172,C3,Claude-3-Opus,72.83190488815308,G35,74.83075261116028
en-ru,tear,sacrebleu,173,G4o,GPT-4o,82.50566124916077,C35,83.0605685710907
en-ru,tear,sacrebleu,174,G4o,GPT-4o,91.31471514701843,C3,91.31471514701843
en-ru,tear,sacrebleu,175,C35,Claude-3.5-Sonnet,85.51649451255798,C3,94.87341046333313
en-ru,tear,sacrebleu,176,G35,GPT-3.5-Turbo,34.623199701309204,G4o,78.34646105766296
en-ru,tear,sacrebleu,177,G35,GPT-3.5-Turbo,92.8547203540802,G4o,93.17029118537903
en-ru,tear,sacrebleu,178,GP,Gemini-Pro,76.58633589744568,C3,79.14671897888184
en-ru,tear,sacrebleu,179,C3,Claude-3-Opus,97.10839986801147,C35,97.10839986801147
en-ru,tear,sacrebleu,180,G4o,GPT-4o,97.38531708717346,C3,97.38541841506958
en-ru,tear,sacrebleu,181,G4o,GPT-4o,89.35853242874146,G35,90.11723399162292
en-ru,tear,sacrebleu,182,G4o,GPT-4o,82.88646936416626,C3,90.33315181732178
en-ru,tear,sacrebleu,183,C3,Claude-3-Opus,67.7876889705658,C3,67.7876889705658
en-ru,tear,sacrebleu,184,G4o,GPT-4o,67.39014387130737,C3,75.78902840614319
en-ru,tear,sacrebleu,185,C35,Claude-3.5-Sonnet,88.32358717918396,C35,88.32358717918396
en-ru,tear,sacrebleu,186,C3,Claude-3-Opus,39.283496141433716,G35,43.875908851623535
en-ru,tear,sacrebleu,187,C3,Claude-3-Opus,88.86110782623291,C35,88.86111378669739
en-ru,tear,sacrebleu,188,G35,GPT-3.5-Turbo,75.67546367645264,C3,77.64884233474731
en-ru,tear,sacrebleu,189,C3,Claude-3-Opus,89.81586694717407,C3,89.81586694717407
en-ru,tear,sacrebleu,190,G4o,GPT-4o,84.35742259025574,G35,87.05765008926392
en-ru,tear,sacrebleu,191,C35,Claude-3.5-Sonnet,76.16896629333496,C3,78.00880074501038
en-ru,tear,sacrebleu,192,C35,Claude-3.5-Sonnet,82.05286264419556,G4o,85.79668998718262
en-ru,tear,sacrebleu,193,C35,Claude-3.5-Sonnet,74.13378953933716,G4o,80.61977028846741
en-ru,tear,sacrebleu,194,C35,Claude-3.5-Sonnet,73.63039255142212,C3,79.05170321464539
en-ru,tear,sacrebleu,195,G4o,GPT-4o,76.39428973197937,G4o,76.39428973197937
en-ru,tear,sacrebleu,196,G35,GPT-3.5-Turbo,85.96042990684509,G35,85.96042990684509
en-ru,tear,sacrebleu,197,G35,GPT-3.5-Turbo,87.96365857124329,C35,91.61550402641296
en-ru,tear,sacrebleu,198,C35,Claude-3.5-Sonnet,68.87663006782532,C35,68.87663006782532
en-ru,tear,sacrebleu,199,G4o,GPT-4o,60.267019271850586,C3,65.58794379234314
en-ru,tear,chrf_pp,0,G4o,GPT-4o,73.799729347229,G35,78.21498513221741
en-ru,tear,chrf_pp,1,G35,GPT-3.5-Turbo,84.78628993034363,C3,84.78628993034363
en-ru,tear,chrf_pp,2,G35,GPT-3.5-Turbo,73.60342741012573,C3,73.60342741012573
en-ru,tear,chrf_pp,3,C3,Claude-3-Opus,80.91227412223816,G4o,86.57432794570923
en-ru,tear,chrf_pp,4,C3,Claude-3-Opus,72.53137826919556,G4o,73.62641096115112
en-ru,tear,chrf_pp,5,G4o,GPT-4o,85.2546215057373,G35,85.37296652793884
en-ru,tear,chrf_pp,6,C35,Claude-3.5-Sonnet,98.66426587104797,G35,93.97667646408081
en-ru,tear,chrf_pp,7,G35,GPT-3.5-Turbo,80.63680529594421,G35,80.63680529594421
en-ru,tear,chrf_pp,8,C3,Claude-3-Opus,71.90658450126648,GP,73.65030646324158
en-ru,tear,chrf_pp,9,G4o,GPT-4o,80.77951669692993,C35,81.18489384651184
en-ru,tear,chrf_pp,10,G4o,GPT-4o,89.97851610183716,C35,90.94449877738953
en-ru,tear,chrf_pp,11,C35,Claude-3.5-Sonnet,83.00419449806213,C3,83.41675400733948
en-ru,tear,chrf_pp,12,C35,Claude-3.5-Sonnet,86.67948246002197,G35,88.49794268608093
en-ru,tear,chrf_pp,13,G4o,GPT-4o,74.37390685081482,C3,77.93243527412415
en-ru,tear,chrf_pp,14,G4o,GPT-4o,76.99180245399475,GP,78.622967004776
en-ru,tear,chrf_pp,15,C3,Claude-3-Opus,71.65672183036804,C3,71.65672183036804
en-ru,tear,chrf_pp,16,G35,GPT-3.5-Turbo,59.06081795692444,G35,59.06081795692444
en-ru,tear,chrf_pp,17,G35,GPT-3.5-Turbo,75.70496797561646,C35,79.40778136253357
en-ru,tear,chrf_pp,18,G4o,GPT-4o,77.80760526657104,C3,80.9158444404602
en-ru,tear,chrf_pp,19,C35,Claude-3.5-Sonnet,66.36477708816528,G4o,75.61030983924866
en-ru,tear,chrf_pp,20,C3,Claude-3-Opus,58.59363079071045,G35,75.6698489189148
en-ru,tear,chrf_pp,21,G4o,GPT-4o,74.30895566940308,C35,74.84860420227051
en-ru,tear,chrf_pp,22,G35,GPT-3.5-Turbo,75.6025493144989,G4o,80.84606528282166
en-ru,tear,chrf_pp,23,C3,Claude-3-Opus,81.03969097137451,C35,81.03969097137451
en-ru,tear,chrf_pp,24,C35,Claude-3.5-Sonnet,87.16404438018799,C3,90.1446282863617
en-ru,tear,chrf_pp,25,G4o,GPT-4o,82.39965438842773,G35,83.14360976219177
en-ru,tear,chrf_pp,26,C35,Claude-3.5-Sonnet,89.84917998313904,G4o,97.70892262458801
en-ru,tear,chrf_pp,27,C35,Claude-3.5-Sonnet,73.86651039123535,C3,74.51791167259216
en-ru,tear,chrf_pp,28,G35,GPT-3.5-Turbo,69.1994309425354,G35,69.1994309425354
en-ru,tear,chrf_pp,29,C3,Claude-3-Opus,95.90738415718079,C3,95.90738415718079
en-ru,tear,chrf_pp,30,C3,Claude-3-Opus,79.98217940330505,G35,83.56587886810303
en-ru,tear,chrf_pp,31,G35,GPT-3.5-Turbo,84.20913815498352,GP,88.48721981048584
en-ru,tear,chrf_pp,32,C3,Claude-3-Opus,76.25597715377808,G35,71.7397153377533
en-ru,tear,chrf_pp,33,C3,Claude-3-Opus,82.06379413604736,G35,82.2807788848877
en-ru,tear,chrf_pp,34,C3,Claude-3-Opus,92.16950535774231,G35,96.34828567504883
en-ru,tear,chrf_pp,35,GP,Gemini-Pro,91.90288186073303,C3,92.88453459739685
en-ru,tear,chrf_pp,36,G35,GPT-3.5-Turbo,97.79826402664185,G35,97.79826402664185
en-ru,tear,chrf_pp,37,G35,GPT-3.5-Turbo,97.92535305023193,G35,97.92535305023193
en-ru,tear,chrf_pp,38,G4o,GPT-4o,87.74186968803406,GP,98.29418659210205
en-ru,tear,chrf_pp,39,GP,Gemini-Pro,81.04337453842163,G35,86.50985360145569
en-ru,tear,chrf_pp,40,G4o,GPT-4o,82.02196955680847,C35,84.14813876152039
en-ru,tear,chrf_pp,41,G35,GPT-3.5-Turbo,84.63383316993713,C35,85.23412346839905
en-ru,tear,chrf_pp,42,C3,Claude-3-Opus,77.66110897064209,C35,100.05241632461548
en-ru,tear,chrf_pp,43,G4o,GPT-4o,79.28809523582458,C3,79.39678430557251
en-ru,tear,chrf_pp,44,C3,Claude-3-Opus,64.34053182601929,G35,66.37582182884216
en-ru,tear,chrf_pp,45,GP,Gemini-Pro,97.38551378250122,GP,97.38551378250122
en-ru,tear,chrf_pp,46,G35,GPT-3.5-Turbo,89.4769012928009,C3,93.17867755889893
en-ru,tear,chrf_pp,47,GP,Gemini-Pro,76.43787860870361,C3,89.33693170547485
en-ru,tear,chrf_pp,48,G35,GPT-3.5-Turbo,63.83588910102844,G4o,72.35943078994751
en-ru,tear,chrf_pp,49,C35,Claude-3.5-Sonnet,73.10045957565308,C35,73.10045957565308
en-ru,tear,chrf_pp,50,G35,GPT-3.5-Turbo,69.11786794662476,G4o,78.0112087726593
en-ru,tear,chrf_pp,51,G35,GPT-3.5-Turbo,60.44886112213135,C35,83.07358622550964
en-ru,tear,chrf_pp,52,G4o,GPT-4o,78.63039374351501,C3,82.38628506660461
en-ru,tear,chrf_pp,53,C3,Claude-3-Opus,70.80996632575989,G35,76.94956064224243
en-ru,tear,chrf_pp,54,G35,GPT-3.5-Turbo,100.88380575180054,C35,100.88388919830322
en-ru,tear,chrf_pp,55,G35,GPT-3.5-Turbo,89.82142806053162,G35,89.82142806053162
en-ru,tear,chrf_pp,56,G35,GPT-3.5-Turbo,84.9061906337738,GP,85.08766293525696
en-ru,tear,chrf_pp,57,C3,Claude-3-Opus,71.94426655769348,C3,71.94426655769348
en-ru,tear,chrf_pp,58,G4o,GPT-4o,97.5368320941925,C35,97.53684401512146
en-ru,tear,chrf_pp,59,G35,GPT-3.5-Turbo,75.87800621986389,C3,76.58805847167969
en-ru,tear,chrf_pp,60,GP,Gemini-Pro,78.04408669471741,C35,82.63326287269592
en-ru,tear,chrf_pp,61,C35,Claude-3.5-Sonnet,76.82214379310608,C3,92.85359382629395
en-ru,tear,chrf_pp,62,G35,GPT-3.5-Turbo,92.77979731559753,C35,92.77979731559753
en-ru,tear,chrf_pp,63,C3,Claude-3-Opus,71.28316760063171,G35,75.88306069374084
en-ru,tear,chrf_pp,64,C35,Claude-3.5-Sonnet,69.89840865135193,C35,69.89840865135193
en-ru,tear,chrf_pp,65,G4o,GPT-4o,69.74861025810242,C35,71.6027557849884
en-ru,tear,chrf_pp,66,G4o,GPT-4o,86.29104495048523,G4o,86.29104495048523
en-ru,tear,chrf_pp,67,G35,GPT-3.5-Turbo,76.27149224281311,G35,76.27149224281311
en-ru,tear,chrf_pp,68,G35,GPT-3.5-Turbo,84.21092629432678,C3,85.28878688812256
en-ru,tear,chrf_pp,69,C3,Claude-3-Opus,75.1459002494812,G35,73.43097925186157
en-ru,tear,chrf_pp,70,C3,Claude-3-Opus,67.8587257862091,C3,67.8587257862091
en-ru,tear,chrf_pp,71,G35,GPT-3.5-Turbo,92.202627658844,G35,92.202627658844
en-ru,tear,chrf_pp,72,C3,Claude-3-Opus,82.51006603240967,G35,78.30178737640381
en-ru,tear,chrf_pp,73,C3,Claude-3-Opus,73.02684783935547,C35,87.33537793159485
en-ru,tear,chrf_pp,74,G35,GPT-3.5-Turbo,73.38570356369019,G35,73.38570356369019
en-ru,tear,chrf_pp,75,C35,Claude-3.5-Sonnet,76.56550407409668,C35,76.56550407409668
en-ru,tear,chrf_pp,76,GP,Gemini-Pro,95.91974020004272,G35,95.91889977455139
en-ru,tear,chrf_pp,77,C3,Claude-3-Opus,91.58702492713928,C35,91.58706068992615
en-ru,tear,chrf_pp,78,G4o,GPT-4o,86.91663146018982,G4o,86.91663146018982
en-ru,tear,chrf_pp,79,C3,Claude-3-Opus,99.0611732006073,C3,99.0611732006073
en-ru,tear,chrf_pp,80,G35,GPT-3.5-Turbo,88.31778168678284,C3,90.4693067073822
en-ru,tear,chrf_pp,81,GP,Gemini-Pro,63.68076801300049,C3,76.09084248542786
en-ru,tear,chrf_pp,82,C35,Claude-3.5-Sonnet,72.96215295791626,C3,77.47417688369751
en-ru,tear,chrf_pp,83,C35,Claude-3.5-Sonnet,83.11498761177063,C35,83.11498761177063
en-ru,tear,chrf_pp,84,G35,GPT-3.5-Turbo,100.03623962402344,G35,100.03623962402344
en-ru,tear,chrf_pp,85,C35,Claude-3.5-Sonnet,67.46551394462585,C35,67.46551394462585
en-ru,tear,chrf_pp,86,C35,Claude-3.5-Sonnet,87.05512285232544,C35,87.05512285232544
en-ru,tear,chrf_pp,87,C35,Claude-3.5-Sonnet,71.8778908252716,G35,73.10426235198975
en-ru,tear,chrf_pp,88,G4o,GPT-4o,81.94231390953064,C35,82.09072947502136
en-ru,tear,chrf_pp,89,C3,Claude-3-Opus,80.09668588638306,C35,83.36053490638733
en-ru,tear,chrf_pp,90,C35,Claude-3.5-Sonnet,85.16759276390076,GP,88.71132731437683
en-ru,tear,chrf_pp,91,C3,Claude-3-Opus,76.84693336486816,C35,80.46261072158813
en-ru,tear,chrf_pp,92,GP,Gemini-Pro,56.54008984565735,G4o,71.0767924785614
en-ru,tear,chrf_pp,93,C35,Claude-3.5-Sonnet,86.2400233745575,G35,88.90271782875061
en-ru,tear,chrf_pp,94,C3,Claude-3-Opus,76.15702748298645,C35,76.59067511558533
en-ru,tear,chrf_pp,95,G4o,GPT-4o,76.18536353111267,G4o,76.18536353111267
en-ru,tear,chrf_pp,96,GP,Gemini-Pro,52.81389355659485,G4o,87.31037974357605
en-ru,tear,chrf_pp,97,G4o,GPT-4o,80.15515804290771,C35,81.31625652313232
en-ru,tear,chrf_pp,98,G35,GPT-3.5-Turbo,75.78811049461365,G4o,90.6795859336853
en-ru,tear,chrf_pp,99,G35,GPT-3.5-Turbo,74.25457835197449,C3,81.88481330871582
en-ru,tear,chrf_pp,100,G4o,GPT-4o,70.89592218399048,C35,72.55513668060303
en-ru,tear,chrf_pp,101,G35,GPT-3.5-Turbo,84.46092009544373,G4o,90.09965062141418
en-ru,tear,chrf_pp,102,G35,GPT-3.5-Turbo,70.79402804374695,C35,76.61740183830261
en-ru,tear,chrf_pp,103,C3,Claude-3-Opus,66.09238386154175,GP,72.92923331260681
en-ru,tear,chrf_pp,104,G4o,GPT-4o,97.38544821739197,C3,97.38544821739197
en-ru,tear,chrf_pp,105,G35,GPT-3.5-Turbo,86.31619811058044,C3,86.31619811058044
en-ru,tear,chrf_pp,106,C35,Claude-3.5-Sonnet,75.21869540214539,GP,83.8485836982727
en-ru,tear,chrf_pp,107,G4o,GPT-4o,85.38862466812134,GP,90.66599607467651
en-ru,tear,chrf_pp,108,C3,Claude-3-Opus,84.40694808959961,GP,87.28322386741638
en-ru,tear,chrf_pp,109,C3,Claude-3-Opus,76.97609066963196,C35,81.17795586585999
en-ru,tear,chrf_pp,110,C35,Claude-3.5-Sonnet,77.90398001670837,G35,81.80472254753113
en-ru,tear,chrf_pp,111,GP,Gemini-Pro,88.84075284004211,G4o,90.54520726203918
en-ru,tear,chrf_pp,112,C35,Claude-3.5-Sonnet,78.5812497138977,C35,78.5812497138977
en-ru,tear,chrf_pp,113,G35,GPT-3.5-Turbo,76.26991271972656,C3,87.45023608207703
en-ru,tear,chrf_pp,114,C35,Claude-3.5-Sonnet,89.65622782707214,C35,89.65622782707214
en-ru,tear,chrf_pp,115,GP,Gemini-Pro,66.7631983757019,C35,82.35147595405579
en-ru,tear,chrf_pp,116,GP,Gemini-Pro,77.2401511669159,C35,86.00099086761475
en-ru,tear,chrf_pp,117,C35,Claude-3.5-Sonnet,93.55511665344238,GP,93.55513453483582
en-ru,tear,chrf_pp,118,C35,Claude-3.5-Sonnet,72.0718502998352,GP,82.75424838066101
en-ru,tear,chrf_pp,119,C3,Claude-3-Opus,90.65391421318054,G4o,91.24032258987427
en-ru,tear,chrf_pp,120,C35,Claude-3.5-Sonnet,73.18811416625977,C3,79.0126383304596
en-ru,tear,chrf_pp,121,GP,Gemini-Pro,93.50401163101196,G4o,96.51046395301819
en-ru,tear,chrf_pp,122,GP,Gemini-Pro,64.7740125656128,C3,73.10421466827393
en-ru,tear,chrf_pp,123,C3,Claude-3-Opus,91.4504885673523,G35,91.72515273094177
en-ru,tear,chrf_pp,124,GP,Gemini-Pro,81.50798678398132,G35,84.39393639564514
en-ru,tear,chrf_pp,125,C3,Claude-3-Opus,90.55638909339905,G35,99.91907477378845
en-ru,tear,chrf_pp,126,G4o,GPT-4o,71.2359070777893,C35,71.2359070777893
en-ru,tear,chrf_pp,127,C3,Claude-3-Opus,53.37502956390381,C35,53.37502956390381
en-ru,tear,chrf_pp,128,GP,Gemini-Pro,45.401620864868164,C3,62.57834434509277
en-ru,tear,chrf_pp,129,C3,Claude-3-Opus,101.85785293579102,C35,101.85785293579102
en-ru,tear,chrf_pp,130,C3,Claude-3-Opus,69.45831179618835,G35,71.20963335037231
en-ru,tear,chrf_pp,131,G4o,GPT-4o,73.97639751434326,C3,76.14993453025818
en-ru,tear,chrf_pp,132,C3,Claude-3-Opus,95.54483294487,G35,96.27440571784973
en-ru,tear,chrf_pp,133,C3,Claude-3-Opus,81.36036396026611,G4o,85.34636497497559
en-ru,tear,chrf_pp,134,G4o,GPT-4o,80.37129044532776,G4o,80.37129044532776
en-ru,tear,chrf_pp,135,C3,Claude-3-Opus,61.696141958236694,C35,65.69350361824036
en-ru,tear,chrf_pp,136,G35,GPT-3.5-Turbo,83.35236310958862,G4o,85.40436625480652
en-ru,tear,chrf_pp,137,G35,GPT-3.5-Turbo,67.4476683139801,G4o,74.76986050605774
en-ru,tear,chrf_pp,138,C3,Claude-3-Opus,74.60406422615051,G35,77.12108492851257
en-ru,tear,chrf_pp,139,G4o,GPT-4o,80.0069272518158,C35,82.19903111457825
en-ru,tear,chrf_pp,140,G35,GPT-3.5-Turbo,88.00696730613708,G4o,96.10980749130249
en-ru,tear,chrf_pp,141,G4o,GPT-4o,100.80035924911499,C3,100.80041885375977
en-ru,tear,chrf_pp,142,C35,Claude-3.5-Sonnet,91.2544310092926,C35,91.2544310092926
en-ru,tear,chrf_pp,143,C3,Claude-3-Opus,68.74648332595825,G4o,79.82995510101318
en-ru,tear,chrf_pp,144,G4o,GPT-4o,93.25440526008606,C35,93.25440526008606
en-ru,tear,chrf_pp,145,G4o,GPT-4o,86.6628885269165,GP,86.6628885269165
en-ru,tear,chrf_pp,146,G35,GPT-3.5-Turbo,79.50092554092407,G35,79.50092554092407
en-ru,tear,chrf_pp,147,C35,Claude-3.5-Sonnet,43.21750998497009,G4o,54.19549345970154
en-ru,tear,chrf_pp,148,GP,Gemini-Pro,80.26030659675598,GP,80.26030659675598
en-ru,tear,chrf_pp,149,C3,Claude-3-Opus,91.24438762664795,GP,91.24438762664795
